measurement_id,motor_id,timestamp,temperature,courant,vibration,acceleration,thdi,thdu,vitesse,cosphi,Alert_Status,alert_parameter,alert_code,vib_mean,vib_std,vib_max,vib_energy,vib_energy_mean,vib_kurt,crest_factor,temp_mean,temp_std,temp_trend,courant_mean,courant_std,envelope,envelope_mean,fft_max_amp,fft_dominant_freq,vib_rms,vib_skewness,peak2peak,spectral_entropy,shape_factor,impulse_factor,health_score
441,1,2025-04-08 12:30:00,32.0526,59.9658,0.444816,0.414284,0.0,0.0,1495.17,0.85,NORMAL,,,0.71934895,0.2059500505427865,1.1154,0.197861273856,0.55775756401875,-0.7828052494899431,1.493509210455505,35.880424999999995,4.357435708964981,-0.13317120300751842,56.883444999999995,4.078681895503807,0.44541909871878166,0.7438889519754284,1.3876350915382167,4.0,0.7468316838610625,0.15445263171162163,0.774064,1.946990947189515,1.0382050086023724,1.5505687447648757,40.23129433462503
461,1,2025-04-08 12:45:00,31.849,66.8796,0.494242,0.296799,0.0,0.0,1495.48,0.85,ALERT,courant,ALERT_1_COURANT,0.7018035499999999,0.20958398098023542,1.1154,0.244275154564,0.53425739562195,-0.7983087672733031,1.5260029324911135,35.69108,4.4499156566341656,-0.19462390977443686,57.12484499999999,4.5196942349391405,0.4963661143740038,0.7259991987091458,1.3338270311202023,1.0,0.7309291317370994,0.3262754503913541,0.774064,2.079952340500816,1.0415010449798927,1.5893336510062772,43.08354712807545
481,1,2025-04-08 13:00:00,35.7538,57.8657,0.469869,0.314317,0.0,0.0,1489.22,0.85,NORMAL,,,0.69161545,0.2158834300295258,1.1154,0.22077687716099997,0.5226073032719499,-0.911509089690199,1.542918201205154,35.9895,4.227597459301763,-0.28697548872180584,57.42133,4.352807745775617,0.5312262835189054,0.7187499421610954,1.420578373985104,1.0,0.7229158341549519,0.37706686366623693,0.774064,2.0222041392642596,1.045256917134652,1.612745924613532,40.52040501071992
501,1,2025-04-08 13:15:00,39.4147,67.599,0.769046,0.457543,0.0,0.0,1489.12,0.85,ALERT,courant,ALERT_1_COURANT,0.68782305,0.21370429423227125,1.1154,0.591431750116,0.51648659721595,-0.8096844042603166,1.5520335729507635,36.058115,4.273556768052011,-0.2056298496240611,58.319965,4.511175286386022,0.8475472150861807,0.7188296660562854,1.436952147306825,1.0,0.7186700197002447,0.42599076414172676,0.774064,2.041544121158528,1.0448472447316173,1.621638004685016,42.05431484189582
521,1,2025-04-08 13:30:00,37.9012,52.9404,0.846479,0.35185,0.0,0.0,1498.96,0.85,NORMAL,,,0.70335235,0.2133673345122703,1.1154,0.716526697441,0.53795386671555,-0.89986917014157,1.5207510423823705,35.716205,3.7884635522617565,-0.04222714285714312,57.900839999999995,4.605900863297681,0.8494932813740537,0.7339560817053071,1.4914322744947677,1.0,0.7334533841462251,0.24527381139671647,0.774064,2.0122681973342478,1.0427965202695757,1.5858338973548125,41.14048251572444
541,1,2025-04-08 13:45:00,37.4287,56.8888,0.695757,0.425436,0.0,0.0,1488.09,0.85,NORMAL,,,0.7092211500000001,0.2113537523545412,1.1154,0.48407780304899994,0.54543152780995,-0.8506148627127228,1.510290604101069,35.775484999999996,3.80637556618048,-0.009443533834588094,58.10981,4.450144521355163,0.753246838653193,0.7377312416638204,1.560172866565881,1.0,0.7385333626925394,0.17802147086828612,0.774064,1.9917490198441437,1.0413301431453492,1.5727111330891481,40.88597554360166
561,1,2025-04-08 14:00:00,33.2795,52.9336,1.24279,0.370907,0.0,0.0,1497.04,0.85,ALERT,vibration,ALERT_1_VIBRATION,0.71559065,0.2256733565122446,1.24279,1.5445269841000002,0.56045201901495,-0.25462525283656,1.6600781388183306,35.380565,3.6216165424143743,0.04020082706766841,58.208445,4.302775098820101,1.255184597848092,0.7437187906066086,1.6668567796706848,1.0,0.7486334343421686,0.4581960836545147,0.9014540000000001,1.9692064943565852,1.0461755380621491,1.7367331424233492,40.06976701626699
581,1,2025-04-08 14:15:00,38.3293,42.4683,0.914344,0.387375,0.0,0.0,1484.5,0.85,NORMAL,,,0.716657,0.22660432189937088,1.24279,0.8360249503360001,0.5623792984172999,-0.29630148453425065,1.6572311454827788,35.425305,3.653710277091087,0.11475616541353338,57.427679999999995,5.559762850451732,0.9916255779141587,0.747317018680742,1.6875660700197763,1.0,0.7499195279610339,0.44860321847510176,0.9014540000000001,1.9703438415333683,1.0464134542949004,1.734148969822176,39.04681688616954
601,1,2025-04-08 14:30:00,40.1328,60.894,0.61129,0.0957903,0.0,0.0,1496.47,0.85,ALERT,temperature,ALERT_1_TEMPERATURE,0.70955625,0.22761828285874974,1.24279,0.3736754641,0.55268965047105,-0.2795466345145554,1.671695153657313,35.69727,3.796037049774822,0.1704512781954881,57.74426,5.568281332918294,0.6132534437945392,0.7402890718584222,1.545980069393989,1.0,0.7434309991324346,0.533104582604766,0.9014540000000001,1.9683706512353554,1.0477407507645713,1.7515031376983812,38.36202927301356
621,1,2025-04-08 14:45:00,34.5298,58.4192,0.892976,0.18099,0.0,0.0,1492.69,0.85,NORMAL,,,0.7086725,0.2268293651590854,1.24279,0.797406136576,0.5510956951098,-0.2434743922656386,1.6741109623065094,35.577335000000005,3.792981185416167,0.1732136090225559,58.106845,5.349283263890792,0.8948241762785428,0.7388532858800543,1.5296839484429356,1.0,0.7423581986546657,0.5416035755654058,0.9014540000000001,1.9758263990391862,1.047533518807534,1.7536873495815242,39.72914794996405
641,1,2025-04-08 15:00:00,33.8665,56.7936,0.936799,0.500745,0.0,0.0,1501.03,0.85,ALERT,acceleration,ALERT_1_ACCELERATION,0.7262695,0.23034282072266477,1.24279,0.8775923664010001,0.5778723109358,-0.5034249090222427,1.6348646627839947,35.57415,3.79446354983845,0.12276571428571374,57.919065,5.324897257350805,0.9900746290482426,0.7589768260293834,1.8103910228618723,1.0,0.7601791308210191,0.34241764922726947,0.9014540000000001,1.9000655408373408,1.0466901470794643,1.711196736595442,33.9378627429064
661,1,2025-04-08 15:15:00,35.1063,50.2133,0.466995,0.370931,0.0,0.0,1496.24,0.85,NORMAL,,,0.69717075,0.22410657647056073,1.24279,0.218084330025,0.53375962439205,-0.17756316651434334,1.7010805933363475,35.24224,3.5056608246182535,0.21350872180451083,57.641745,5.581519858140415,0.539372967272962,0.7330642663262306,1.5189461333081753,1.0,0.7305885465787498,0.5289811718725071,0.9014540000000001,1.9942818015070234,1.047933444612839,1.7826192481789875,43.99155959932025
681,1,2025-04-08 15:30:00,36.9939,56.696,0.585774,0.273172,0.0,0.0,1493.28,0.85,NORMAL,,,0.6806004000000001,0.21918084224685816,1.24279,0.343131179076,0.5088551340078,0.22478953332804918,1.742210669847615,35.774675,2.826051270975845,0.09805285714285618,57.670370000000005,5.574787664221652,0.5864362803780027,0.7083530450652191,1.5380288439186807,1.0,0.7133408259785781,0.7369117578240688,0.9014540000000001,1.9502386682532131,1.04810520965088,1.8260200819364487,43.68470849209438
701,1,2025-04-08 15:45:00,26.771,60.99,0.638712,0.40287,0.0,0.0,1495.96,0.85,NORMAL,,,0.6954692,0.20455307781538606,1.24279,0.40795301894399993,0.5234272717102,0.5215011575306887,1.717788046028907,35.382815,3.466980821569619,-0.048989097744361616,57.717150000000004,5.599715544702155,0.6432071644894815,0.7208110261433338,1.4253608927323695,1.0,0.7234827376725722,0.9283332824348071,0.7979740000000001,1.9435829838756693,1.0402800535700103,1.7869806430148445,39.635362706308335
721,1,2025-04-08 16:00:00,34.1065,56.8445,0.922318,0.118677,0.0,0.0,1496.11,0.85,NORMAL,,,0.70955055,0.21019931765888428,1.24279,0.8506704931239999,0.54543654849235,0.007289671599437941,1.682773373841489,35.36661,3.4724189874070834,-0.08225714285714388,57.54437499999999,5.56905382371614,0.9256479833817608,0.7350105786067653,1.3548700621358944,2.0,0.7385367617744901,0.7178280607809293,0.7979740000000001,2.0449406883058177,1.04085150907661,1.751517207968457,44.231899359146965
741,1,2025-04-08 16:15:00,30.3747,55.0159,0.418873,0.474108,0.0,0.0,1496.86,0.85,NORMAL,,,0.70496925,0.2156926983201296,1.24279,0.175454590129,0.54117881654875,-0.09207510863841284,1.6893800263902086,35.215725000000006,3.6249320394173887,-0.18474187969924896,57.43966,5.597265416010138,0.4752003071960347,0.7331878739909725,1.3490293363005375,1.0,0.7356485686445329,0.6400285264324691,0.823917,2.0823198561064604,1.0435186607089801,1.7628995849636002,44.965533611502266
761,1,2025-04-08 16:30:00,33.6974,68.9019,0.77353,0.278507,0.0,0.0,1498.15,0.85,ALERT,courant,ALERT_1_COURANT,0.71015775,0.21604896333126242,1.24279,0.5983486609,0.5486673267137501,-0.17000288440518618,1.6778116290118978,35.23829,3.6134122821714296,-0.23753157894736882,58.155680000000004,6.105297083301387,0.8357550562906815,0.7413737348527105,1.3919584683477342,2.0,0.74072081563417,0.5648941329276124,0.823917,2.0770693830358873,1.0430370077509301,1.7500196234568735,43.169395497240615
781,1,2025-04-08 16:45:00,33.764,52.7505,0.896839,0.256086,0.0,0.0,1500.35,0.85,NORMAL,,,0.7225936500000001,0.21942199610850205,1.24279,0.8043201919210001,0.56788029477775,-0.4244933870371934,1.6491849008696045,35.167385,3.6284550968371,-0.2594800751879698,57.83743,6.217494215949735,0.9581321417869905,0.7567601092867418,1.6180100894090685,2.0,0.7535783269028841,0.3990750368220595,0.823917,2.013869232793316,1.0428798064583105,1.7199016325151741,38.47351705121744
801,1,2025-04-09 07:00:00,41.8196,55.2786,0.472909,0.238489,0.0,0.0,1493.67,0.85,ALERT,temperature,ALERT_1_TEMPERATURE,0.7023843999999999,0.223026789249137,1.24279,0.22364292228100002,0.54059774665,-0.3541881595549352,1.690287710747412,35.125655,3.5415784401687884,-0.04623556390977505,57.435145,6.103030551462028,0.4836010195831425,0.737026159530732,1.6271056976782832,6.0,0.735253525425074,0.5660213524664399,0.823917,1.835193774125385,1.0467964897544388,1.7693872446919565,41.72813041733433
821,1,2025-04-09 07:15:00,34.2899,55.2341,0.643489,0.281412,0.0,0.0,1491.74,0.85,NORMAL,,,0.7068923500000001,0.22075504970686763,1.24279,0.41407809312099997,0.54599294686105,-0.3024073007468022,1.6819157336285167,35.07306,3.546007556230256,-0.05476210526315904,57.278639999999996,6.118067444820168,0.6542172915765084,0.7384915734282129,1.626130521664164,6.0,0.7389133554491014,0.5364104490055407,0.823917,1.831989130320937,1.0452982754783005,1.7581036182410184,42.42065181778774
841,1,2025-04-09 07:30:00,30.7501,56.6861,0.36053,0.0735176,0.0,0.0,1491.27,0.85,NORMAL,,,0.70267805,0.22674477945930754,1.24279,0.1299818809,0.54259897721325,-0.3419616009105,1.6871677452350553,35.007935,3.6156764048376853,-0.16421015037594028,57.114655000000006,6.08612178437009,0.3658652581785625,0.7345138814012019,1.5466641324584078,6.0,0.7366131801788847,0.44313565354672746,0.88226,1.8392325033531185,1.0482939934306907,1.7686478156409642,42.40573167083287
861,1,2025-04-09 07:45:00,42.1701,64.2342,0.467765,0.402407,0.0,0.0,1497.87,0.85,ALERT,temperature,ALERT_1_TEMPERATURE,0.7013542,0.22809903294439554,1.24279,0.218804095225,0.5413254242463,-0.3706742544891459,1.6891512426712219,35.52399,3.8687729818584424,-0.1117714285714302,56.982385,5.888260185387169,0.5841746345906874,0.7389043074120362,1.5630982926203267,6.0,0.735748207096898,0.4353727829059079,0.88226,1.8390664408485253,1.0490394240853746,1.7719862492133274,38.950297131877825
881,1,2025-04-09 08:00:00,30.5526,54.5056,0.998131,0.0842906,0.0,0.0,1500.16,0.85,NORMAL,,,0.7277673,0.23045632557352952,1.24279,0.996265493161,0.5800998550463,-0.575652556565263,1.6317227589850147,35.26393,4.024202864131501,-0.17916270676691812,56.81437999999999,5.909627547049142,1.0333322683438242,0.7640096066532821,1.445978867598002,5.0,0.7616428658146153,0.23780054175829576,0.88226,1.989869128966878,1.046547247682148,1.707674964638182,34.610079739638515
901,1,2025-04-09 08:15:00,47.081,47.1733,0.858909,0.166677,0.0,0.0,1490.46,0.85,ALERT,temperature,ALERT_1_TEMPERATURE,0.7322604500000001,0.23217310787733025,1.24279,0.7377246702810001,0.58741450105455,-0.6578369217283737,1.6215316048422008,35.647245,4.7415609752013745,0.055191052631578114,55.79309500000001,5.7093284292578135,0.8914040385855712,0.7662024478282516,1.4375644624077988,6.0,0.7664297104461374,0.18241827249039222,0.88226,2.000708403299353,1.0466627132456419,1.697196671352117,30.508013904498565
921,1,2025-04-09 08:30:00,37.893,53.1999,0.580469,0.270952,0.0,0.0,1488.52,0.85,NORMAL,,,0.71895995,0.2329037964404312,1.24279,0.336944259961,0.56843537918055,-0.6223124574274732,1.6483794791442457,35.646834999999996,4.74135616933594,0.12286203007518764,55.80607,5.702795324187855,0.5959373709717295,0.7535246523081354,1.6863783822253533,5.0,0.7539465360226479,0.33536297755900696,0.88226,1.9742392120463563,1.0486627731822686,1.728594198148876,32.527047283767004
941,1,2025-04-09 08:45:00,34.7278,52.9397,0.43444,0.419567,0.0,0.0,1499.35,0.85,NORMAL,,,0.7058941,0.24144720310592482,1.24279,0.1887381136,0.5536683947081,-0.7688153318807074,1.6702169351694194,35.511790000000005,4.726373638135598,0.13786766917293197,55.608615,5.73162794393162,0.43451135617623327,0.7375878781842874,1.7387585488169839,6.0,0.7440889696186203,0.3794287525817295,0.88226,1.994039126337971,1.054108496677493,1.7605898650228275,32.25830271840203
961,1,2025-04-09 09:00:00,37.5503,55.5795,0.68004,0.176294,0.0,0.0,1498.09,0.85,NORMAL,,,0.6777566,0.20573553985009632,0.998131,0.46245440159999995,0.49956476558310003,-1.4122469192226659,1.412185160625484,35.72533,4.716677941774383,0.1317425563909767,55.74091000000001,5.697066290081138,0.745091044157605,0.712083200499763,1.3114836148481894,3.0,0.7067989569765224,0.07722370123193553,0.637601,1.942088606895297,1.04285071651633,1.4726983086956316,47.89874330175757
981,1,2025-04-09 09:15:00,32.4599,54.2445,0.805683,0.427637,0.0,0.0,1499.09,0.85,NORMAL,,,0.67232355,0.20052776945415957,0.998131,0.6491250964890001,0.4902197728907501,-1.3333336025128282,1.4255817641851956,35.43186000000001,4.728713221140551,0.12620887218045063,56.329719999999995,4.78934038042598,0.8103312878510537,0.7030184859966078,1.3516982720590194,3.0,0.7001569630381105,0.0921498862732995,0.637601,1.9350326122259087,1.0413988354218913,1.4845991911415284,50.556171341206415
1001,1,2025-04-09 09:30:00,30.7319,62.6984,0.498993,0.187848,0.0,0.0,1494.78,0.85,NORMAL,,,0.6667087,0.20387098534563483,0.998131,0.248994014049,0.4839857003882001,-1.400379549466001,1.4347336302754816,34.961815,4.704006058140901,0.1332919548872174,56.41994,4.8956612604696295,0.5055884714774886,0.6976352373807553,1.3522246945507617,6.0,0.6956908080377375,0.14074668457560413,0.637601,1.8473058629756018,1.0434704196814397,1.4971021054665972,53.80944540299664
1021,1,2025-04-09 09:45:00,30.3032,66.7382,0.686321,0.384361,0.0,0.0,1497.79,0.85,ALERT,courant,ALERT_1_COURANT,0.6563759499999999,0.19691791389747726,0.998131,0.47103651504099997,0.46766721931145006,-1.2253535049187017,1.4595503410472475,34.750485,4.817996068936695,0.059919022556390394,56.83588999999999,5.401713398728216,0.7301197645832807,0.6894000167959922,1.308834942810593,6.0,0.6838619884972772,0.23598350223311357,0.637601,1.981282033435873,1.041875448750677,1.5206696687764543,58.02258260354257
1041,1,2025-04-09 10:00:00,28.8827,59.7514,0.920362,0.393484,0.0,0.0,1494.4,0.85,NORMAL,,,0.6555541,0.19571658756797466,0.998131,0.847066211044,0.46614091154360004,-1.2276951699946923,1.4619379263876497,34.501295,4.991868095051663,-0.03786413533834671,56.98378,5.440842747570398,0.9521108612993348,0.6875018284085468,1.2940472856897216,6.0,0.6827451292712384,0.22695560137674123,0.637601,1.980693270914102,1.0414779317675849,1.5225760901768808,59.62783276673335
1061,1,2025-04-09 10:15:00,40.1984,64.9906,0.978315,0.23541,0.0,0.0,1493.19,0.85,ALERT,temperature,ALERT_1_TEMPERATURE,0.6811201,0.20304813113511583,0.998131,0.9571002392250001,0.5030917070036,-1.2961018065014287,1.4072263684959287,34.7559,5.1516512156170275,0.05307578947368466,57.722645,5.476283620685122,0.9856419464948244,0.7098152773696399,1.3283555202429809,5.0,0.7092895790885412,0.0736763250786197,0.637601,1.9798201100697026,1.0413575785638738,1.4654258456542013,54.067873615508745
1081,1,2025-04-09 10:30:00,38.884,53.9288,0.699436,0.367448,0.0,0.0,1501.32,0.85,NORMAL,,,0.6868032,0.20182600224831504,0.998131,0.4892107180959999,0.5103956839546,-1.2615326193190433,1.3971210848580067,34.850405,5.2118520620111095,0.14738548872180365,57.584285,5.538194431807169,0.7072168506567867,0.7158543058835791,1.2271581414259531,5.0,0.7144198233214137,-0.005937391966818916,0.637601,2.042878558863012,1.0402103867326236,1.4532998660266874,53.379208287880694
